trait_code,species,species_code,main_source,original_sources,raw_value,original_notes,norm_value,best,upper,lower,sources,why
repr3,Banksia ericifolia subsp. ericifolia,11049,NSWFFRDv2.1,"{""Benson 1985""}","{""Primary juvenile period"",""7-8 (BE)""}",NA,NA,NA,8,7,Benson 1985,retire - name mismatch - subsp. ericifolia
repr3,Banksia serrata,5348,NSWFFRDv2.1,"{""Bradstock 1990"",""Department Natural Resources Environment "",""Benson 1985""}","{""Primary juvenile period"",5->8}","{""Cell color index 12""}",NA,NA,NA,5,Benson 1985,does not match source if (no flowering yet is listed) - may be from other listed sources eg bradstock
repr3,Dillwynia retorta species complex,12383,NSWFFRDv2.1,"{""Keith David pers. comm."",""Watts Greg. pers. comm."",""Benson 1985"",""Purdie Slatyer 1976""}","{""Primary juvenile period"",2-5}","{""Cell color index 12""}",NA,NA,5,2,Benson 1985,retire - name mismatch - species complex
repr3,Goodenia bellidifolia subsp. bellidifolia,8711,NSWFFRDv2.1,"{""Keith David pers. comm."",""Benson 1985""}","{""Primary juvenile period"",4}","{""Cell color index 12""}",NA,4,NA,NA,Benson 1985,retire - name mismatch - subsp. 
repr3,Hibbertia cistiflora subsp. cistiflora,10556,NSWFFRDv2.1,"{""Benson 1985""}","{""Primary juvenile period"",3}","{""Cell color index 12""}",NA,3,NA,NA,Benson 1985,retire - name mismatch - subsp. 
repr3,Philotheca salsolifolia subsp. salsolifolia,10596,NSWFFRDv2.1,"{""Benson 1985""}","{""Primary juvenile period"",5}","{""Cell color index 12""}",NA,5,NA,NA,Benson 1985,retire - name mismatch - subsp. 
repr4,Actinotus helianthi,1094,NSWFFRDv2.1,"{""Benson 1985""}","{""Prim Juv period - 3-4 for 50% of population to flower (BE)""}","{""Data entry by"",""Renee Woodward""}",NA,4,NA,3,Benson 1985,taken from flowering data - not seed data
repr4,Platysace linearifolia,1145,NSWFFRDv2.1,"{""Benson 1985""}","{""Prim Juv period - 4 for 50% of population to flower""}","{""Data entry by"",""Renee Woodward""}",NA,4,NA,NA,Benson 1985,taken from flowering data - not seed data
surv5,Babingtonia odontocalyx,9817,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""Life span"",>10?}","{""Cell color index 12"",uncertain}",NA,NA,NA,10,Clarke Fulloon 1999,retire - name mismatch - subsp. 
surv5,Olearia gravis,1595,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""Life span"",short}","{""Cell color index 12""}",NA,NA,NA,NA,Clarke Fulloon 1999,retire - NA record
surv5,Prostanthera teretifolia,3436,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""Life span"",<10?}","{""Cell color index 12"",uncertain}",NA,NA,10,NA,Clarke Fulloon 1999,retire - not reflected in source
